,Year,mark,Mileage,Model,Price,Maximum_power,Volume,Engine_volume
8777,2017.0,Kia ,73490.0,Sorento ,1812000.0,200.0,2.2,2199.0
8778,2017.0,Kia ,,Sorento ,2199000.0,200.0,2.2,2199.0
8779,2015.0,Kia ,71000.0,Sorento ,1719000.0,200.0,2.2,2199.0
8780,2017.0,Kia ,61410.0,Sorento ,1955000.0,188.0,2.4,2359.0
8781,2017.0,Kia ,44525.0,Sorento ,2030000.0,188.0,2.4,2359.0
8782,2017.0,Kia ,79940.0,Sorento ,2345000.0,200.0,2.2,2199.0
8783,2016.0,Kia ,88245.0,Sorento ,1720000.0,200.0,2.2,2199.0
8784,2015.0,Mazda ,74112.0,CX-5 ,1515000.0,192.0,2.5,2488.0
8785,2016.0,Mazda ,,CX-5 ,1829000.0,175.0,2.2,2191.0
8786,2015.0,Mazda ,76000.0,CX-5 ,1300000.0,150.0,2.0,1997.0
8787,2015.0,Mazda ,116164.0,CX-5 ,1596000.0,192.0,2.5,2488.0
8788,2016.0,Mazda ,161069.0,CX-5 ,1398000.0,192.0,2.5,2488.0
8789,2015.0,Mazda ,113101.0,CX-5 ,1389000.0,150.0,2.0,1997.0
8790,2016.0,Mazda ,32860.0,CX-5 ,1462000.0,150.0,2.0,1997.0
8791,2016.0,Mazda ,79500.0,CX-5 ,1415000.0,150.0,2.0,1997.0
8792,2017.0,Mazda ,62799.0,CX-5 ,1467000.0,150.0,2.0,1997.0
8793,2016.0,Mazda ,68475.0,CX-5 ,1419000.0,150.0,2.0,1997.0
8794,2015.0,Mazda ,59536.0,CX-5 ,1727000.0,192.0,2.5,2488.0
8795,2016.0,Mazda ,71540.0,CX-5 ,1750000.0,192.0,2.5,2488.0
8796,2015.0,Mazda ,52693.0,CX-5 ,1547000.0,150.0,2.0,1997.0
8797,2015.0,Mazda ,82124.0,CX-5 ,1519000.0,192.0,2.5,2488.0
8798,2016.0,Mazda ,23759.0,CX-5 ,1710000.0,150.0,2.0,1997.0
8799,2004.0,Mazda ,,6 ,315000.0,166.0,2.3,2261.0
8800,2004.0,Mazda ,233333.0,6 ,250000.0,166.0,2.3,2261.0
8801,2005.0,Mazda ,125000.0,6 ,259000.0,141.0,2.0,1999.0
8802,2004.0,Mazda ,350000.0,6 ,230000.0,120.0,1.8,1798.0
8803,2004.0,Mazda ,189000.0,6 ,385000.0,141.0,2.0,1999.0
8804,2005.0,Mazda ,190000.0,6 ,195000.0,120.0,1.8,1798.0
8805,2002.0,Mazda ,120000.0,6 ,180000.0,166.0,2.3,2261.0
8806,2004.0,Mazda ,,6 ,190000.0,120.0,1.8,1798.0
8807,2004.0,Mazda ,232000.0,6 ,275000.0,141.0,2.0,1999.0
8808,2003.0,Mazda ,270000.0,6 ,325000.0,166.0,2.3,2261.0
8809,2005.0,Mazda ,247000.0,6 ,285000.0,166.0,2.3,2261.0
8810,2003.0,Mazda ,250000.0,6 ,289000.0,141.0,2.0,1999.0
8811,2004.0,Mazda ,29999.0,6 ,240000.0,120.0,1.8,1798.0
8812,2004.0,Mazda ,176000.0,6 ,278000.0,141.0,2.0,1999.0
8813,2016.0,BMW ,47000.0,X3 ,2050000.0,184.0,2.0,1997.0
8814,2014.0,BMW ,,X3 ,2150000.0,249.0,3.0,2993.0
8815,2014.0,BMW ,115000.0,X3 ,1750000.0,190.0,2.0,1995.0
8816,2015.0,BMW ,180068.0,X3 ,1942000.0,249.0,3.0,2993.0
8817,2014.0,BMW ,102519.0,X3 ,1750000.0,190.0,2.0,1995.0
8818,2016.0,BMW ,63942.0,X3 ,2250000.0,245.0,2.0,1997.0
8819,2014.0,BMW ,132218.0,X3 ,1599000.0,245.0,2.0,1997.0
8820,2014.0,BMW ,163353.0,X3 ,1415700.0,184.0,2.0,1997.0
8821,2015.0,BMW ,97467.0,X3 ,1822000.0,245.0,2.0,1997.0
8822,2016.0,BMW ,37998.0,X3 ,2350000.0,184.0,2.0,1997.0
8823,2014.0,BMW ,,X3 ,1911000.0,190.0,2.0,1995.0
8824,2014.0,BMW ,100044.0,X3 ,2199000.0,249.0,3.0,2993.0
8825,2017.0,BMW ,25000.0,X3 ,2897000.0,190.0,2.0,1995.0
8826,2015.0,BMW ,85744.0,X3 ,1865000.0,190.0,2.0,1995.0
8827,2016.0,BMW ,80650.0,X3 ,2168182.0,184.0,2.0,1997.0
8828,2017.0,BMW ,59000.0,X3 ,2200000.0,245.0,2.0,1997.0
8829,2014.0,BMW ,132000.0,X3 ,1730000.0,184.0,2.0,1997.0
8830,2015.0,Hyundai ,141000.0,Solaris ,625000.0,123.0,1.6,1591.0
8831,2016.0,Hyundai ,89000.0,Solaris ,599000.0,123.0,1.6,1591.0
8832,2015.0,Hyundai ,86538.0,Solaris ,680000.0,123.0,1.6,1591.0
8833,2015.0,Hyundai ,85653.0,Solaris ,590000.0,123.0,1.6,1591.0
8834,2015.0,Hyundai ,22500.0,Solaris ,745000.0,123.0,1.6,1591.0
8835,2015.0,Hyundai ,,Solaris ,478000.0,107.0,1.4,1396.0
8836,2016.0,Hyundai ,112000.0,Solaris ,685000.0,123.0,1.6,1591.0
8837,2016.0,Hyundai ,57916.0,Solaris ,705000.0,123.0,1.6,1591.0
8838,2016.0,Hyundai ,120000.0,Solaris ,635000.0,123.0,1.6,1591.0
8839,2015.0,Hyundai ,41700.0,Solaris ,615000.0,123.0,1.6,1591.0
8840,2015.0,Hyundai ,85598.0,Solaris ,606990.0,107.0,1.4,1396.0
8841,2016.0,Hyundai ,,Solaris ,667000.0,123.0,1.6,1591.0
8842,2015.0,Hyundai ,,Solaris ,700000.0,123.0,1.6,1591.0
8843,2015.0,Hyundai ,54568.0,Solaris ,599000.0,123.0,1.6,1591.0
8844,2015.0,Hyundai ,56601.0,Solaris ,650000.0,123.0,1.6,1591.0
8845,2015.0,Hyundai ,112800.0,Solaris ,630000.0,107.0,1.4,1396.0
8846,2015.0,Hyundai ,110420.0,Solaris ,619000.0,123.0,1.6,1591.0
8847,2014.0,Hyundai ,123300.0,Solaris ,560000.0,123.0,1.6,1591.0
8848,2011.0,BMW ,260500.0,3 series ,749000.0,218.0,2.5,2497.0
8849,2008.0,BMW ,220473.0,3 series ,650000.0,218.0,2.5,2497.0
8850,2010.0,BMW ,100568.0,3 series ,985000.0,136.0,2.0,1995.0
8851,2010.0,BMW ,109544.0,3 series ,649000.0,136.0,2.0,1995.0
8852,2009.0,BMW ,93286.0,3 series ,870000.0,156.0,2.0,1995.0
8853,2009.0,BMW ,121120.0,3 series ,649000.0,136.0,2.0,1995.0
8854,2010.0,BMW ,164481.0,3 series ,799000.0,218.0,2.5,2497.0
8855,2010.0,BMW ,126892.0,3 series ,767000.0,136.0,2.0,1995.0
8856,2009.0,BMW ,148000.0,3 series ,790000.0,218.0,2.5,2497.0
8857,2010.0,BMW ,99000.0,3 series ,670000.0,136.0,2.0,1995.0
8858,2011.0,BMW ,140000.0,3 series ,700000.0,218.0,2.5,2497.0
8859,2009.0,BMW ,167000.0,3 series ,630000.0,156.0,2.0,1995.0
8860,2010.0,BMW ,134000.0,3 series ,560000.0,136.0,2.0,1995.0
8861,2008.0,BMW ,197000.0,3 series ,630000.0,218.0,2.5,2497.0
8862,2011.0,BMW ,154000.0,3 series ,630000.0,136.0,2.0,1995.0
8879,2013.0,Nissan ,87201.0,Juke ,760000.0,190.0,1.6,1618.0
8880,2013.0,Nissan ,132533.0,Juke ,649000.0,117.0,1.6,1598.0
8881,2013.0,Nissan ,127000.0,Juke ,650000.0,117.0,1.6,1598.0
8882,2014.0,Nissan ,29132.0,Juke ,797000.0,117.0,1.6,1598.0
8883,2013.0,Nissan ,128300.0,Juke ,674000.0,117.0,1.6,1598.0
8884,2011.0,Nissan ,115000.0,Juke ,629000.0,190.0,1.6,1618.0
8885,2013.0,Nissan ,66442.0,Juke ,699000.0,117.0,1.6,1598.0
8886,2014.0,Nissan ,104000.0,Juke ,670000.0,117.0,1.6,1598.0
8887,2013.0,Nissan ,115000.0,Juke ,749807.0,117.0,1.6,1598.0
8888,2012.0,Nissan ,108000.0,Juke ,629000.0,117.0,1.6,1598.0
8889,2011.0,Nissan ,,Juke ,510000.0,117.0,1.6,1598.0
8890,2012.0,Nissan ,86530.0,Juke ,638000.0,117.0,1.6,1598.0
8891,2014.0,Nissan ,78276.0,Juke ,768000.0,117.0,1.6,1598.0
8892,2011.0,Nissan ,74098.0,Juke ,565000.0,190.0,1.6,1618.0
8893,2012.0,Nissan ,82000.0,Juke ,715000.0,190.0,1.6,1618.0
8894,2012.0,Nissan ,74850.0,Juke ,650000.0,117.0,1.6,1598.0
8895,2012.0,Nissan ,61993.0,Juke ,790000.0,114.0,1.5,1498.0
8896,2013.0,Nissan ,97000.0,Juke ,675000.0,117.0,1.6,1598.0
8897,2012.0,Nissan ,72000.0,Juke ,750000.0,117.0,1.6,1598.0
8958,2013.0,Toyota ,123080.0,Verso ,857000.0,147.0,1.8,1798.0
8959,2014.0,Toyota ,129514.0,Verso ,945000.0,147.0,1.8,1798.0
8960,2014.0,Toyota ,132807.0,Verso ,870000.0,147.0,1.8,1798.0
8961,2013.0,Toyota ,163000.0,Verso ,870000.0,147.0,1.8,1798.0
8976,2011.0,Peugeot ,112223.0,308 ,379000.0,120.0,1.6,1598.0
8978,2004.0,Volkswagen ,228000.0,Touareg ,590000.0,220.0,3.2,3189.0
8979,2004.0,Volkswagen ,277000.0,Touareg ,530000.0,174.0,2.5,2460.0
8980,2006.0,Volkswagen ,270000.0,Touareg ,465000.0,280.0,3.6,3598.0
8981,2006.0,Volkswagen ,210000.0,Touareg ,590000.0,241.0,3.2,3189.0
8982,2006.0,Volkswagen ,199889.0,Touareg ,659000.0,174.0,2.5,2460.0
8983,2005.0,Volkswagen ,250000.0,Touareg ,415000.0,310.0,4.2,4172.0
8984,2004.0,Volkswagen ,241000.0,Touareg ,370000.0,310.0,4.2,4172.0
8985,2003.0,Volkswagen ,296542.0,Touareg ,410000.0,220.0,3.2,3189.0
8986,2003.0,Volkswagen ,211000.0,Touareg ,410000.0,220.0,3.2,3189.0
8987,2004.0,Volkswagen ,,Touareg ,595000.0,241.0,3.2,3189.0
8988,2005.0,Volkswagen ,236000.0,Touareg ,489000.0,241.0,3.2,3189.0
8989,2004.0,Volkswagen ,185000.0,Touareg ,475000.0,220.0,3.2,3189.0
8990,2005.0,Volkswagen ,108000.0,Touareg ,900000.0,241.0,3.2,3189.0
8991,2005.0,Volkswagen ,184000.0,Touareg ,900000.0,310.0,4.2,4172.0
8992,2003.0,Volkswagen ,310000.0,Touareg ,500000.0,313.0,4.9,4922.0
8993,2009.0,Mercedes-Benz ,195000.0,M-Class ,875000.0,272.0,3.5,3498.0
8994,2010.0,Mercedes-Benz ,208000.0,M-Class ,1330000.0,231.0,3.0,2987.0
8995,2010.0,Mercedes-Benz ,,M-Class ,889000.0,272.0,3.5,3498.0
8996,2010.0,Mercedes-Benz ,196012.0,M-Class ,899000.0,272.0,3.5,3498.0
8997,2010.0,Mercedes-Benz ,121000.0,M-Class ,1195000.0,204.0,3.0,2987.0
8998,2010.0,Mercedes-Benz ,142000.0,M-Class ,1200000.0,224.0,3.0,2987.0
8999,2009.0,Mercedes-Benz ,141000.0,M-Class ,999000.0,272.0,3.5,3498.0
9000,2011.0,Mercedes-Benz ,101409.0,M-Class ,1391000.0,224.0,3.0,2987.0
9001,2008.0,Mercedes-Benz ,190000.0,M-Class ,900000.0,224.0,3.0,2987.0
9002,2011.0,Mercedes-Benz ,75000.0,M-Class ,1420000.0,224.0,3.0,2987.0
9003,2009.0,Mercedes-Benz ,174000.0,M-Class ,949000.0,190.0,3.0,2987.0
9004,2009.0,Mercedes-Benz ,237000.0,M-Class ,1100000.0,388.0,5.5,5461.0
9005,2011.0,Mercedes-Benz ,152000.0,M-Class ,1350000.0,190.0,3.0,2987.0
9006,2010.0,Mercedes-Benz ,182000.0,M-Class ,975000.0,272.0,3.5,3498.0
9007,2011.0,Mercedes-Benz ,52000.0,M-Class ,1550000.0,272.0,3.5,3498.0
9023,2010.0,Hyundai ,,ix35 ,640000.0,150.0,2.0,1998.0
9024,2013.0,Hyundai ,101726.0,ix35 ,999999.0,150.0,2.0,1998.0
9025,2012.0,Hyundai ,120000.0,ix35 ,779000.0,150.0,2.0,1998.0
9026,2010.0,Hyundai ,122000.0,ix35 ,885000.0,184.0,2.0,1995.0
9027,2011.0,Hyundai ,,ix35 ,789000.0,150.0,2.0,1998.0
9028,2012.0,Hyundai ,108306.0,ix35 ,859000.0,150.0,2.0,1998.0
9029,2012.0,Hyundai ,86000.0,ix35 ,830000.0,150.0,2.0,1998.0
9030,2010.0,Hyundai ,96000.0,ix35 ,695000.0,150.0,2.0,1998.0
9031,2012.0,Hyundai ,44000.0,ix35 ,895000.0,150.0,2.0,1998.0
9032,2012.0,Hyundai ,,ix35 ,897000.0,150.0,2.0,1998.0
9033,2010.0,Hyundai ,85825.0,ix35 ,900000.0,150.0,2.0,1998.0
9034,2010.0,Hyundai ,49243.0,ix35 ,910000.0,150.0,2.0,1998.0
9035,2012.0,Hyundai ,72000.0,ix35 ,845000.0,150.0,2.0,1998.0
9036,2012.0,Hyundai ,107000.0,ix35 ,878000.0,150.0,2.0,1998.0
9037,2012.0,Hyundai ,117000.0,ix35 ,880000.0,150.0,2.0,1998.0
9038,2006.0,Toyota ,83000.0,Avensis ,650000.0,129.0,1.8,1794.0
9041,2008.0,Toyota ,174855.0,Avensis ,579000.0,129.0,1.8,1794.0
9042,2008.0,Toyota ,138931.0,Avensis ,705000.0,163.0,2.4,2362.0
9043,2008.0,Toyota ,251002.0,Avensis ,539000.0,129.0,1.8,1794.0
9044,2008.0,Toyota ,157000.0,Avensis ,610000.0,147.0,2.0,1998.0
9045,2007.0,Toyota ,,Avensis ,505000.0,129.0,1.8,1794.0
9046,2008.0,Toyota ,168858.0,Avensis ,475000.0,147.0,2.0,1998.0
9050,2007.0,Toyota ,150000.0,Avensis ,460000.0,147.0,2.0,1998.0
9051,2006.0,Toyota ,178000.0,Avensis ,479000.0,129.0,1.8,1794.0
9069,2015.0,Audi ,127000.0,A6 ,1700000.0,333.0,3.0,2995.0
9070,2018.0,Audi ,48988.0,A6 ,2295000.0,190.0,1.8,1798.0
9089,2013.0,Nissan ,76900.0,X-Trail ,1170000.0,141.0,2.0,1997.0
9092,2011.0,Nissan ,171464.0,X-Trail ,775000.0,141.0,2.0,1997.0
9114,2011.0,Infiniti ,100000.0,EX ,1300000.0,222.0,2.5,2496.0
9115,2004.0,Renault ,151000.0,Megane ,249000.0,105.0,1.5,1461.0
9116,2004.0,Renault ,168000.0,Megane ,295000.0,100.0,1.5,1461.0
9117,2008.0,Ford ,172120.0,S-MAX ,585000.0,140.0,2.0,1997.0
9118,2007.0,Ford ,153620.0,S-MAX ,465000.0,145.0,2.0,1999.0
9119,2006.0,Ford ,283624.0,S-MAX ,449000.0,145.0,2.0,1999.0
9120,2008.0,Ford ,157312.0,S-MAX ,597000.0,161.0,2.3,2261.0
9121,2009.0,Ford ,220456.0,S-MAX ,557000.0,140.0,2.0,1997.0
9122,2009.0,Ford ,184036.0,S-MAX ,575000.0,161.0,2.3,2261.0
9123,2006.0,Ford ,164000.0,S-MAX ,450000.0,220.0,2.5,2521.0
9124,2008.0,Ford ,246000.0,S-MAX ,565000.0,145.0,2.0,1999.0
9125,2008.0,Ford ,157000.0,S-MAX ,550000.0,140.0,2.0,1997.0
9126,2008.0,Ford ,124000.0,S-MAX ,680000.0,140.0,2.0,1997.0
9127,2006.0,Ford ,93074.0,S-MAX ,395000.0,145.0,2.0,1999.0
9128,2007.0,Ford ,170000.0,S-MAX ,440000.0,145.0,2.0,1999.0
9129,2009.0,Ford ,256000.0,S-MAX ,680000.0,140.0,2.0,1997.0
9130,2006.0,Ford ,246289.0,S-MAX ,485000.0,220.0,2.5,2521.0
9131,2008.0,Ford ,254000.0,S-MAX ,540000.0,145.0,2.0,1999.0
9147,2017.0,Mercedes-Benz ,36246.0,CLS ,3298000.0,249.0,3.0,2987.0
9148,2016.0,Mercedes-Benz ,79000.0,CLS ,2405000.0,204.0,2.1,2143.0
9149,2016.0,Mercedes-Benz ,80212.0,CLS ,2597000.0,333.0,3.0,2996.0
9150,2015.0,Mercedes-Benz ,106618.0,CLS ,2078000.0,333.0,3.0,2996.0
9151,2016.0,Mercedes-Benz ,92305.0,CLS ,2413000.0,204.0,2.1,2143.0
9152,2014.0,Mercedes-Benz ,101620.0,CLS ,2399000.0,204.0,2.1,2143.0
9153,2016.0,Mercedes-Benz ,31654.0,CLS ,3059001.0,249.0,3.0,2987.0
9154,2014.0,Mercedes-Benz ,,CLS ,2348000.0,249.0,3.0,2987.0
9155,2017.0,Mercedes-Benz ,66000.0,CLS ,2450000.0,204.0,2.1,2143.0
9156,2015.0,Mercedes-Benz ,65961.0,CLS ,2819000.0,333.0,3.0,2996.0
9157,2016.0,Mercedes-Benz ,54610.0,CLS ,2638000.0,249.0,3.0,2987.0
9158,2015.0,Mercedes-Benz ,56000.0,CLS ,2650000.0,249.0,3.0,2987.0
9159,2015.0,Mercedes-Benz ,,CLS ,2250000.0,249.0,3.0,2987.0
9160,2016.0,Mercedes-Benz ,49500.0,CLS ,2999999.0,249.0,3.0,2987.0
9161,2017.0,Mercedes-Benz ,35000.0,CLS ,3300000.0,249.0,3.0,2987.0
9162,2018.0,MINI ,26896.0,Countryman ,1845000.0,136.0,1.5,1499.0
9163,2019.0,MINI ,20300.0,Countryman ,1980000.0,136.0,1.5,1499.0
9164,2019.0,MINI ,30249.0,Countryman ,1872000.0,136.0,1.5,1499.0
9165,2018.0,MINI ,47700.0,Countryman ,1645000.0,136.0,1.5,1499.0
9166,2017.0,MINI ,74230.0,Countryman ,1745000.0,136.0,1.5,1499.0
9167,2020.0,MINI ,3447.0,Countryman ,2197000.0,136.0,1.5,1499.0
9168,2019.0,MINI ,24000.0,Countryman ,2110000.0,136.0,1.5,1499.0
9169,2018.0,MINI ,20604.0,Countryman ,1897000.0,136.0,1.5,1499.0
9170,2019.0,MINI ,6933.0,Countryman ,2099000.0,136.0,1.5,1499.0
9171,2017.0,MINI ,53256.0,Countryman ,1635000.0,150.0,2.0,1995.0
9172,2012.0,Volkswagen ,218000.0,Passat ,785000.0,152.0,1.8,1798.0
9173,2012.0,Volkswagen ,89000.0,Passat ,945000.0,152.0,1.8,1798.0
9174,2013.0,Volkswagen ,76680.0,Passat ,764000.0,122.0,1.4,1390.0
9175,2012.0,Volkswagen ,102000.0,Passat ,689000.0,152.0,1.8,1798.0
9176,2013.0,Volkswagen ,53000.0,Passat ,799000.0,152.0,1.8,1798.0
9177,2014.0,Volkswagen ,121000.0,Passat ,849000.0,152.0,1.8,1798.0
9178,2011.0,Volkswagen ,149500.0,Passat ,830000.0,140.0,2.0,1968.0
9179,2012.0,Volkswagen ,,Passat ,740000.0,152.0,1.8,1798.0
9180,2011.0,Volkswagen ,102544.0,Passat ,749000.0,152.0,1.8,1798.0
9181,2012.0,Volkswagen ,69000.0,Passat ,985000.0,152.0,1.8,1798.0
9182,2011.0,Volkswagen ,112000.0,Passat ,709000.0,152.0,1.8,1798.0
9183,2011.0,Volkswagen ,118000.0,Passat ,720000.0,152.0,1.8,1798.0
9184,2012.0,Volkswagen ,113069.0,Passat ,789000.0,152.0,1.8,1798.0
9185,2012.0,Volkswagen ,131472.0,Passat ,769000.0,152.0,1.8,1798.0
9186,2011.0,Volkswagen ,200000.0,Passat ,660000.0,122.0,1.4,1390.0
9187,2013.0,Volkswagen ,141000.0,Passat ,725000.0,152.0,1.8,1798.0
9188,2020.0,Lexus ,0.0,NX ,3104000.0,238.0,2.0,1998.0
9189,2018.0,Lexus ,25617.0,NX ,2447000.0,150.0,2.0,1986.0
9190,2020.0,Lexus ,0.0,NX ,3104000.0,238.0,2.0,1998.0
9191,2019.0,Lexus ,12945.0,NX ,3077000.0,238.0,2.0,1998.0
9192,2019.0,Lexus ,39004.0,NX ,2629000.0,150.0,2.0,1986.0
9193,2020.0,Lexus ,0.0,NX ,3126500.0,238.0,2.0,1998.0
9194,2020.0,Lexus ,0.0,NX ,3106500.0,150.0,2.0,1986.0
9195,2017.0,Lexus ,30873.0,NX ,2689000.0,238.0,2.0,1998.0
9196,2018.0,Lexus ,29813.0,NX ,2989000.0,238.0,2.0,1998.0
9197,2020.0,Lexus ,0.0,NX ,3078500.0,150.0,2.0,1986.0
9198,2020.0,Lexus ,0.0,NX ,2717500.0,150.0,2.0,1986.0
9199,2019.0,Lexus ,10909.0,NX ,2900000.0,150.0,2.0,1986.0
9200,2018.0,Lexus ,60199.0,NX ,2880000.0,238.0,2.0,1998.0
9201,2020.0,Lexus ,0.0,NX ,3078500.0,150.0,2.0,1986.0
9202,2019.0,Lexus ,92815.0,NX ,2499000.0,150.0,2.0,1986.0
9233,2004.0,Mazda ,70000.0,6 ,315000.0,166.0,2.3,2261.0
9234,2004.0,Mazda ,233333.0,6 ,250000.0,166.0,2.3,2261.0
9235,2005.0,Mazda ,125000.0,6 ,259000.0,141.0,2.0,1999.0
9236,2004.0,Mazda ,350000.0,6 ,230000.0,120.0,1.8,1798.0
9237,2004.0,Mazda ,189000.0,6 ,385000.0,141.0,2.0,1999.0
9238,2005.0,Mazda ,190000.0,6 ,195000.0,120.0,1.8,1798.0
9239,2002.0,Mazda ,120000.0,6 ,180000.0,166.0,2.3,2261.0
9240,2004.0,Mazda ,272000.0,6 ,190000.0,120.0,1.8,1798.0
9241,2004.0,Mazda ,232000.0,6 ,275000.0,141.0,2.0,1999.0
9242,2003.0,Mazda ,270000.0,6 ,325000.0,166.0,2.3,2261.0
9243,2005.0,Mazda ,247000.0,6 ,285000.0,166.0,2.3,2261.0
9244,2003.0,Mazda ,250000.0,6 ,289000.0,141.0,2.0,1999.0
9245,2004.0,Mazda ,29999.0,6 ,240000.0,120.0,1.8,1798.0
9246,2004.0,Mazda ,176000.0,6 ,278000.0,141.0,2.0,1999.0
9247,2005.0,Mazda ,163285.0,6 ,285000.0,166.0,2.3,2261.0
9263,2016.0,BMW ,,X3 ,2050000.0,184.0,2.0,1997.0
9265,2015.0,Hyundai ,86538.0,Solaris ,680000.0,123.0,1.6,1591.0
9266,2015.0,Hyundai ,110420.0,Solaris ,619000.0,123.0,1.6,1591.0
9267,2015.0,Hyundai ,85653.0,Solaris ,590000.0,123.0,1.6,1591.0
9268,2015.0,Hyundai ,22500.0,Solaris ,745000.0,123.0,1.6,1591.0
9269,2015.0,Hyundai ,130000.0,Solaris ,478000.0,107.0,1.4,1396.0
9270,2016.0,Hyundai ,112000.0,Solaris ,685000.0,123.0,1.6,1591.0
9271,2016.0,Hyundai ,57916.0,Solaris ,705000.0,123.0,1.6,1591.0
9272,2016.0,Hyundai ,120000.0,Solaris ,635000.0,123.0,1.6,1591.0
9273,2015.0,Hyundai ,85598.0,Solaris ,606990.0,107.0,1.4,1396.0
9274,2015.0,Hyundai ,41700.0,Solaris ,615000.0,123.0,1.6,1591.0
9275,2016.0,Hyundai ,130000.0,Solaris ,667000.0,123.0,1.6,1591.0
9276,2015.0,Hyundai ,54085.0,Solaris ,700000.0,123.0,1.6,1591.0
9277,2015.0,Hyundai ,54568.0,Solaris ,599000.0,123.0,1.6,1591.0
9278,2015.0,Hyundai ,56601.0,Solaris ,650000.0,123.0,1.6,1591.0
9279,2016.0,Hyundai ,,Solaris ,599000.0,123.0,1.6,1591.0
9280,2015.0,Hyundai ,112800.0,Solaris ,630000.0,107.0,1.4,1396.0
9281,2014.0,Hyundai ,,Solaris ,560000.0,123.0,1.6,1591.0
9282,2015.0,Hyundai ,141000.0,Solaris ,625000.0,123.0,1.6,1591.0
9283,2008.0,Honda ,,Jazz ,397000.0,83.0,1.3,1339.0
9284,2007.0,Honda ,148500.0,Jazz ,379000.0,83.0,1.3,1339.0
9285,2008.0,Honda ,136500.0,Jazz ,445000.0,83.0,1.3,1339.0
9286,2008.0,Honda ,109600.0,Jazz ,439000.0,83.0,1.3,1339.0
9287,2008.0,Honda ,170000.0,Jazz ,397000.0,83.0,1.3,1339.0
9288,2008.0,Honda ,95000.0,Jazz ,460000.0,83.0,1.3,1339.0
9289,2008.0,Honda ,123500.0,Jazz ,440000.0,83.0,1.3,1339.0
9290,2007.0,Honda ,,Jazz ,377000.0,83.0,1.3,1339.0
9291,2008.0,Honda ,149771.0,Jazz ,455000.0,83.0,1.3,1339.0
9292,2007.0,Honda ,243240.0,Jazz ,390000.0,120.0,1.5,1496.0
9293,2008.0,Honda ,144000.0,Jazz ,440000.0,83.0,1.3,1339.0
9294,2005.0,Honda ,163970.0,Jazz ,400000.0,83.0,1.3,1339.0
9295,2008.0,Honda ,167000.0,Jazz ,460000.0,83.0,1.3,1339.0
9296,2008.0,Honda ,,Jazz ,485000.0,83.0,1.3,1339.0
9297,2013.0,Hyundai ,25199.0,i40 ,1100000.0,136.0,1.7,1685.0
9298,2013.0,Hyundai ,182405.0,i40 ,839000.0,136.0,1.7,1685.0
9299,2013.0,Hyundai ,81752.0,i40 ,899000.0,150.0,2.0,1999.0
9300,2013.0,Hyundai ,186000.0,i40 ,681000.0,150.0,2.0,1999.0
9301,2013.0,Hyundai ,151000.0,i40 ,710000.0,136.0,1.7,1685.0
9302,2012.0,Hyundai ,203000.0,i40 ,800000.0,150.0,2.0,1999.0
9303,2013.0,Hyundai ,110000.0,i40 ,900000.0,150.0,2.0,1999.0
9304,2014.0,Hyundai ,123500.0,i40 ,920000.0,150.0,2.0,1999.0
9305,2014.0,Hyundai ,127241.0,i40 ,939000.0,150.0,2.0,1999.0
9306,2013.0,Hyundai ,166262.0,i40 ,650000.0,136.0,1.7,1685.0
9307,2014.0,Hyundai ,131000.0,i40 ,860000.0,150.0,2.0,1999.0
9308,2008.0,Mitsubishi ,172000.0,L200 ,715000.0,136.0,2.5,2477.0
9309,2008.0,Mitsubishi ,209000.0,L200 ,570000.0,136.0,2.5,2477.0
9310,2013.0,Mitsubishi ,183776.0,L200 ,937000.0,136.0,2.5,2477.0
9311,2012.0,Mitsubishi ,,L200 ,1065000.0,136.0,2.5,2477.0
9312,2008.0,Mitsubishi ,71500.0,L200 ,799900.0,136.0,2.5,2477.0
9313,2008.0,Mitsubishi ,208983.0,L200 ,635000.0,136.0,2.5,2477.0
9314,2012.0,Mitsubishi ,107470.0,L200 ,1115000.0,136.0,2.5,2477.0
9315,2010.0,Mitsubishi ,247000.0,L200 ,750000.0,136.0,2.5,2477.0
9316,2008.0,Mitsubishi ,,L200 ,730000.0,136.0,2.5,2477.0
9317,2012.0,Mitsubishi ,100617.0,L200 ,1245000.0,136.0,2.5,2477.0
9318,2012.0,Mitsubishi ,114764.0,L200 ,1110000.0,136.0,2.5,2477.0
9319,2007.0,Mitsubishi ,340000.0,L200 ,600000.0,136.0,2.5,2477.0
9320,2008.0,Mitsubishi ,230000.0,L200 ,680000.0,136.0,2.5,2477.0
9321,2012.0,Mitsubishi ,186000.0,L200 ,810000.0,136.0,2.5,2477.0
9322,2007.0,Mitsubishi ,334700.0,L200 ,750000.0,136.0,2.5,2477.0
9323,2007.0,Honda ,184115.0,Accord ,558000.0,155.0,2.0,1998.0
9324,2007.0,Honda ,172000.0,Accord ,489800.0,155.0,2.0,1998.0
9325,2006.0,Honda ,157000.0,Accord ,500000.0,190.0,2.4,2354.0
9326,2006.0,Honda ,233348.0,Accord ,529000.0,155.0,2.0,1998.0
9327,2007.0,Honda ,227934.0,Accord ,499000.0,155.0,2.0,1998.0
9328,2007.0,Honda ,272000.0,Accord ,560000.0,190.0,2.4,2354.0
9329,2007.0,Honda ,200000.0,Accord ,510000.0,155.0,2.0,1998.0
9330,2006.0,Honda ,205134.0,Accord ,420000.0,190.0,2.4,2354.0
